_id,全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
80,172120,NN0000017260,石川県野々市市,本町１丁目２号緑地,ホンマチ１チョウメ２ゴウリョクチ,"","",1003,"","",,"",石川県野々市市本町1丁目147,石川県,野々市市,本町1丁目,147,"",36.53459464,136.6190994,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
81,172120,NN0000017261,石川県野々市市,野々市駅北口緑地（石の広場）,ノノイチエキキタグチリョクチ（セキノヒロバ）,"","",1005,"","",,"",石川県野々市市二日市1丁目123,石川県,野々市市,二日市1丁目,123,"",36.54254242,136.5984008,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
82,172120,NN0000017262,石川県野々市市,御経塚公園（風の広場）,オキョウヅカコウエン（フウノヒロバ）,"","",1003,"","",,"",石川県野々市市御経塚1丁目550,石川県,野々市市,御経塚1丁目,550,"",36.54452493,136.5963247,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
83,172120,NN0000017263,石川県野々市市,経塚公園（泉の広場）,キョウヅカコウエン（センノヒロバ）,"","",1003,"","",,"",石川県野々市市御経塚2丁目334､335,石川県,野々市市,御経塚2丁目,334､335,"",36.54823553,136.5964293,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
84,172120,NN0000017264,石川県野々市市,木呂川１号緑地,コロガワ１ゴウリョクチ,"","",1005,"","",,"",石川県野々市市新庄2丁目820,石川県,野々市市,新庄2丁目,820,"",36.49880228,136.6076812,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
85,172120,NN0000017265,石川県野々市市,木呂川２号緑地,コロガワ２ゴウリョクチ,"","",1005,"","",,"",石川県野々市市新庄6丁目443,石川県,野々市市,新庄6丁目,443,"",36.50820466,136.6092288,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
86,172120,NN0000017266,石川県野々市市,扇が丘ホタルの里公園,オオギガオカホタルノサトコウエン,"","",1003,"","",,"",石川県野々市市扇が丘747､951,石川県,野々市市,扇が丘,747､951,"",36.5247299,136.624107,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
87,172120,NN0000017267,石川県野々市市,本町北公園,ホンマチキタコウエン,"","",1003,"","",,"",石川県野々市市本町1丁目4-102,石川県,野々市市,本町1丁目,4-102,"",36.5381678,136.6238496,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
88,172120,NN0000017268,石川県野々市市,末松ふれあい公園,スエマツフレアイコウエン,"","",1003,"","",,"",石川県野々市市末松2丁目1039､1040,石川県,野々市市,末松2丁目,1039､1040,"",36.50309936,136.592229,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
89,172120,NN0000017269,石川県野々市市,末松１号緑地,スエマツ１ゴウリョクチ,"","",1005,"","",,"",石川県野々市市末松2丁目870,石川県,野々市市,末松2丁目,870,"",36.50531357,136.5912419,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
90,172120,NN0000017270,石川県野々市市,矢作３号緑地,ヤハギ３ゴウリョクチ,"","",1005,"","",,"",石川県野々市市矢作2丁目5-35,石川県,野々市市,矢作2丁目,5-35,"",36.51888848,136.6112029,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
91,172120,NN0000017271,石川県野々市市,下林６号緑地,シモバヤシ６ゴウリョクチ,"","",1005,"","",,"",石川県野々市市下林4丁目182,石川県,野々市市,下林4丁目,182,"",36.5217726,136.6047066,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
92,172120,NN0000017272,石川県野々市市,馬場川１号緑地,ババガワ１ゴウリョクチ,"","",1005,"","",,"",石川県野々市市御経塚3丁目521､522,石川県,野々市市,御経塚3丁目,521､522,"",36.55065745,136.5962094,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
93,172120,NN0000017273,石川県野々市市,馬場川２号緑地,ババガワ２ゴウリョクチ,"","",1005,"","",,"",石川県野々市市御経塚1丁目551,石川県,野々市市,御経塚1丁目,551,"",36.5451089,136.5965286,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
94,172120,NN0000017274,石川県野々市市,末松２号緑地,スエマツ２ゴウリョクチ,"","",1005,"","",,"",石川県野々市市末松2丁目1042,石川県,野々市市,末松2丁目,1042,"",36.50337749,136.5937123,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
95,172120,NN0000017275,石川県野々市市,粟田４号緑地,アワダ４ゴウリョクチ,"","",1005,"","",,"",石川県野々市市粟田2丁目177-3,石川県,野々市市,粟田2丁目,177-3,"",36.5122533,136.6110474,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
96,172120,NN0000017276,石川県野々市市,本町６丁目２号緑地,ホンマチ６チョウメ２ゴウリョクチ,"","",1005,"","",,"",石川県野々市市本町6丁目110-48,石川県,野々市市,本町6丁目,110-48,"",36.53740275,136.607193,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
97,172120,NN0000017277,石川県野々市市,扇が丘３号緑地,オオギガオカ３ゴウリョクチ,"","",1005,"","",,"",石川県野々市市扇が丘911,石川県,野々市市,扇が丘,911,"",36.52446694,136.6268965,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
98,172120,NN0000017278,石川県野々市市,扇が丘４号緑地,オオギガオカ４ゴウリョクチ,"","",1005,"","",,"",石川県野々市市扇が丘828,石川県,野々市市,扇が丘,828,"",36.52533342,136.6265076,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
99,172120,NN0000017279,石川県野々市市,扇が丘５号緑地,オオギガオカ５ゴウリョクチ,"","",1005,"","",,"",石川県野々市市扇が丘720､721,石川県,野々市市,扇が丘,720､721,"",36.52556835,136.6233587,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
100,172120,NN0000017280,石川県野々市市,扇が丘６号緑地,オオギガオカ６ゴウリョクチ,"","",1005,"","",,"",石川県野々市市扇が丘702､703,石川県,野々市市,扇が丘,702､703,"",36.52615462,136.6229349,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
101,172120,NN0000017281,石川県野々市市,若松２号緑地,ワカマツ２ゴウリョクチ,"","",1005,"","",,"",石川県野々市市若松町83-10､87-４,石川県,野々市市,若松町,83-10､87-４,"",36.53594591,136.6120103,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
102,172120,NN0000017282,石川県野々市市,野々市交通公園,ノノイチコウツウコウエン,"","",1003,"","",,"",石川県野々市市菅原町4､5､6､7,石川県,野々市市,菅原町,4､5､6､7,"",36.53007947,136.6150707,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
103,172120,NN0000017283,石川県野々市市,あらみや公園,アラミヤコウエン,"","",1003,"","",,"",石川県野々市市三納1丁目2,石川県,野々市市,三納1丁目,2,"",36.5188389,136.6099262,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",近隣公園,"","","",有,"","","","","","",有,"","","","","","","","","",""
104,172120,NN0000017284,石川県野々市市,横宮緑地,ヨコミヤリョクチ,"","",1005,"","",,"",石川県野々市市横宮町67-5,石川県,野々市市,横宮町,24593,"",36.53580152,136.6167766,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
105,172120,NN0000017285,石川県野々市市,本町２丁目１号緑地,ホンマチ２チョウメ１ゴウリョクチ,"","",1005,"","",,"",石川県野々市市本町2丁目85-5､86-3,石川県,野々市市,本町2丁目,85-5､86-3,"",36.53140496,136.6195205,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
106,172120,NN0000017286,石川県野々市市,工大前駅緑地,コウダイマエエキリョクチ,"","",1005,"","",,"",石川県野々市市本町2丁目235-1の一部,石川県,野々市市,本町2丁目,235-1の一部,"",36.53233386,136.6214758,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
107,172120,NN0000017287,石川県野々市市,太平寺２号緑地,タヘイジ２ゴウリョクチ,"","",1005,"","",,"",石川県野々市市太平寺3丁目149-37､249,石川県,野々市市,太平寺3丁目,149-37､249,"",36.53205153,136.60575,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
108,172120,NN0000017288,石川県野々市市,矢作４号緑地,ヤハギ４ゴウリョクチ,"","",1005,"","",,"",石川県野々市市矢作4丁目45-28,石川県,野々市市,矢作4丁目,45-28,"",36.52416302,136.6144028,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
109,172120,NN0000017289,石川県野々市市,ひまわり公園,ヒマワリコウエン,"","",1003,"","",,"",石川県野々市市藤平田1丁目477,石川県,野々市市,藤平田1丁目,477,"",36.51671131,136.6076141,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
110,172120,NN0000017290,石川県野々市市,粟田西公園,アワダニシコウエン,"","",1003,"","",,"",石川県野々市市粟田5丁目303,石川県,野々市市,粟田5丁目,303,"",36.51238265,136.6100254,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
111,172120,NN0000017291,石川県野々市市,菅原２号緑地,スガハラ２ゴウリョクチ,"","",1005,"","",,"",石川県野々市市菅原町138-24,石川県,野々市市,菅原町,138-24,"",36.52864836,136.6171467,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
112,172120,NN0000017292,石川県野々市市,よつば公園,ヨツバコウエン,"","",1003,"","",,"",石川県野々市市藤平田1丁目272､274,石川県,野々市市,藤平田1丁目,272､274,"",36.51972269,136.6054764,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
113,172120,NN0000017293,石川県野々市市,粟田６号緑地,アワダ６ゴウリョクチ,"","",1005,"","",,"",石川県野々市市粟田5丁目412,石川県,野々市市,粟田5丁目,412,"",36.5157003,136.6103366,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
114,172120,NN0000017294,石川県野々市市,矢作５号緑地,ヤハギ５ゴウリョクチ,"","",1005,"","",,"",石川県野々市市矢作４丁目32-31,石川県,野々市市,矢作４丁目,32-31,"",36.52324695,136.6147408,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
115,172120,NN0000017295,石川県野々市市,堀内東公園,ホリウチヒガシコウエン,"","",1003,"","",,"",石川県野々市市堀内4丁目143 他,石川県,野々市市,堀内4丁目,143 他,"",36.53036828,136.6019761,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","",有,"","","","","","","","","","","","","","","","",""
116,172120,NN0000017296,石川県野々市市,徳用つばき公園,トクモトツバキコウエン,"","",1003,"","",,"",石川県野々市市徳用3丁目338,石川県,野々市市,徳用3丁目,338,"",36.53525843,136.5922344,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
117,172120,NN0000017297,石川県野々市市,美郷さくら公園,ミサトサクラコウエン,"","",1003,"","",,"",石川県野々市市郷1丁目122,石川県,野々市市,郷1丁目,122,"",36.5343037,136.5879133,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
118,172120,NN0000017298,石川県野々市市,三日市ふれあい公園,ミッカイチフレアイコウエン,"","",1003,"","",,"",石川県野々市市三日市1丁目371,石川県,野々市市,三日市1丁目,371,"",36.53662261,136.5965098,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
119,172120,NN0000017299,石川県野々市市,二日市２号緑地,フツカイチ２ゴウリョクチ,"","",1003,"","",,"",石川県野々市市二日市4丁目15,石川県,野々市市,二日市4丁目,15,"",36.5388531,136.5995568,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
120,172120,NN0000017300,石川県野々市市,二日市３号緑地,フツカイチ３ゴウリョクチ,"","",1003,"","",,"",石川県野々市市二日市4丁目81,石川県,野々市市,二日市4丁目,81,"",36.53846088,136.5984276,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
121,172120,NN0000017301,石川県野々市市,三日市１号緑地,ミッカイチ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市三日市3丁目5,石川県,野々市市,三日市3丁目,5,"",36.53727129,136.5997284,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
122,172120,NN0000017302,石川県野々市市,つばきの郷公園,ツバキノサトコウエン,"","",1003,"","",,"",石川県野々市市二日市5丁目207､334､338,石川県,野々市市,二日市5丁目,207､334､338,"",36.53879491,136.59379,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",地区公園,"","","",有,"","","","","","",有,"","","","","","","","","",""
123,172120,NN0000017303,石川県野々市市,郷１号緑地,ゴウ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市郷1丁目208,石川県,野々市市,郷1丁目,208,"",36.53630366,136.5886026,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
124,172120,NN0000017304,石川県野々市市,徳用２号緑地,トクヨウ２ゴウリョクチ,"","",1003,"","",,"",石川県野々市市徳用3丁目115,石川県,野々市市,徳用3丁目,115,"",36.53649761,136.589528,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
125,172120,NN0000017305,石川県野々市市,清金１号緑地,キヨカネ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市清金2丁目1-8,石川県,野々市市,清金2丁目,1-8,"",36.51830432,136.5981459,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
126,172120,NN0000017306,石川県野々市市,柳町公園,ヤナギマチコウエン,"","",1003,"","",,"",石川県野々市市柳町304、306、307、308、318、319、320,石川県,野々市市,柳町,304、306、307、308、318、319、320,"",36.52876259,136.5830129,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
127,172120,NN0000017307,石川県野々市市,粟田７号緑地,アワタ７ゴウリョクチ,"","",1005,"","",,"",石川県野々市市粟田6丁目66番２,石川県,野々市市,粟田6丁目,66番２,"",36.5100242,136.6079762,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
128,172120,NN0000017308,石川県野々市市,蓮花寺1号公園,レンゲジ１ゴウコウエン,"","",1003,"","",,"",石川県野々市市西部中央土地区画整理事業施行地区48街区、49街区,石川県,野々市市,西部中央土地区画整理事業施行地区48街区、49街区,"","",36.52867939,136.5939633,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
129,172120,NN0000017309,石川県野々市市,新庄４号緑地,シンジョウ４ゴウリョクチ,"","",1003,"","",,"",石川県野々市市新庄１丁目19-5,石川県,野々市市,新庄１丁目,45431,"",36.49858859,136.6120126,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
130,172120,NN0000017310,石川県野々市市,押野１号緑地,オシノ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市押野２丁目217-30,石川県,野々市市,押野２丁目,217-30,"",36.53901883,136.6151005,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",172120
131,172120,NN0000014675,石川県野々市市,野々市市民体育館,ノノイチシミンタイイクカン,"","",1110,"","",,"",石川県野々市市下林三丁目97,石川県,野々市市,下林三丁目,97,"",36.525631,136.59958,"","",076-248-1223,"","","","","",5000020172120,野々市市,月火水木金土日,9:00,22:00,日曜、祝日は9:00から18:00まで。月曜日（祝日にあたる場合はその翌日）は13:00から22:00まで。12月28日から１月４日は利用不可。,市民体育館、市民野球場、テニスコート、中央公園運動広場などからなるスポーツ施設群の中枢をなす施設です。体育館には大体育室、小体育室、トレーニング室があり、いろいろな競技に使用できます。大体育室では、バスケットボール・バレーボールコートともに２面使用できます。小体育室では卓球やトランポリン、トレーニング室では各種のトレーニングマシンを使用することができます。観客席は240席あり、各種大会や運動会などにも利用されています。 ,"",有,"",有,有,"","","","","",有,"","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/23040.html,"","",""
132,172120,NN0000014676,石川県野々市市,野々市市スポーツランド（プール）,ノノイチシスポーツランドプール,"","",1107,"","",,"",石川県野々市市中林五丁目1-1,石川県,野々市市,中林五丁目,1-1,"",36.512491,136.606051,"","",076-294-5800,"","","","","",5000020172120,野々市市,月水木金土日,10:00,21:00,日曜、祝日は10:00から17:00まで。12月27日から１月５日は利用不可。,＜室内＞25メートルプール、児童プール、ジャグジープール、研修室＜屋外＞流水プール、アスレチックプール（夏季期間のみ）,"",有,"",有,有,"","","","","",有,"","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/2572.html,"","",""
133,172120,NN0000014677,石川県野々市市,野々市市スポーツセンター,ノノイチシスポーツセンター,"","",1110,"","",,"",石川県野々市市押野二丁目30,石川県,野々市市,押野二丁目,30,"",36.540705,136.612157,"","",076-294-5511,"","","","","",5000020172120,野々市市,月火水木金土日,9:00,22:00,日曜、祝日は9:00から18:00まで。火曜日（祝日にあたる場合はその翌日）は13:00から22:00まで。12月28日から１月４日は利用不可。,大体育室（アリーナ）では、バスケットボール・バレーボールコートともに２面使用できます。小体育室（サブアリーナ）では卓球など、トレーニングルームは軽運動で使用することができます。観客席は408席あり、各種大会や運動会などにも利用されています。,"",有,"",有,有,"","","","","",有,"","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/23161.html,"","",""
134,172120,NN0000014678,石川県野々市市,野々市市民野球場,ノノイチシミンヤキュウジョウ,"","",1103,"","",,"",石川県野々市市下林三丁目97,石川県,野々市市,下林三丁目,97,"",36.524004,136.599806,"","",076-248-1223,"","","","","",5000020172120,野々市市,月火水木金土日,"",21:00,開始時間は日の出。日曜日・祝日は日の出から日没まで。12月28日から１月４日は利用不可。,"野々市中央公園内に立地する野球場で、ナイター設備がありますので夜間の使用も可能となっています。また、1,300人収容の観客席と、敷地内には雨天練習場もあります。","","","","","","","","","","","","","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/23162.html,"","",""
135,172120,NN0000014706,石川県野々市市,野々市訪問看護ステーション,ノノイチホウモンカンゴステーション,"","",1499,"","",,"",石川県野々市市野代二丁目145-2,石川県,野々市市,野代二丁目,145-2,"",36.538197,136.60281,"","",076-248-8707,"","","","","",8220005000008,一般社団法人石川県医療在宅ケア事業団,,,,,,,,,,,,,,,,,,,,,,,,,,
136,172120,NN0000014679,石川県野々市市,野々市市武道館,ノノイチシブドウカン,"","",1113,"","",,"",石川県野々市市位川183,石川県,野々市市,位川,183,"",36.525151,136.608063,"","",076-248-1223,"","","","","",5000020172120,野々市市,月火水木金土,9:00,21:30,12月28日から１月４日利用不可,柔道場１面と剣道場２面を有し、柔道・剣道をはじめとした各種武道で使用することができます。,"","","",有,有,"","","","","","","","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/23163.html,"","",""
137,172120,NN0000014680,石川県野々市市,野々市市弓道場,ノノイチシキュウドウジョウ,"","",1120,"","",,"",石川県野々市市太平寺三丁目126-1,石川県,野々市市,太平寺三丁目,126-1,"",36.531642,136.604344,"","",076-248-1223,"","","","",-,5000020172120,野々市市,月火水木金土,9:00,21:00,12月28日から１月４日利用不可,近的の弓道場で、市弓道協会や学校の部活動に使用されています。,"","","","","","","","","","","","","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/23184.html,"","",""
138,172120,NN0000014681,石川県野々市市,野々市市健康広場,ノノイチシケンコウヒロバ,"","",1106,"","",,"",石川県野々市市上林一丁目180,石川県,野々市市,上林一丁目,180,"",36.499376,136.599739,"","",076-248-1223,"","","","","",5000020172120,野々市市,月火水木金土日,"","",利用時間は日の出から日没まで。12月28日から１月４日利用不可。,ソフトボール場２面、サッカーコート１面の大きさがあり、大会にも利用されています。,"","","","","","","","","","","","","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/23183.html,"","",""
139,172120,NN0000014682,石川県野々市市,野々市中央公園テニスコート・運動広場,ノノイチチュウオウコウエンテニスコート・ウンドウヒロバ,"","",1106,"","",,"",石川県野々市市下林三丁目97,石川県,野々市市,下林三丁目,97,"",36.525412,136.598924,"","",076-248-1223,"","","","","",5000020172120,野々市市,月火水木金土日,"",21:00,開始時間は日の出。日曜日・祝日は日の出から日没まで。12月28日から１月４日は利用不可。,＜テニスコート＞市民体育館に隣接するテニス場コートで、２面使用できます。ナイター設備も使用できます。＜運動広場＞野々市中央公園と一体になった運動広場で、ソフトボール、グラウンドゴルフ、ゲートボール、などのスポーツができます。また、ナイター照明を使用することができます。,"","","","","","","","","","","","","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/23164.html,"","",""
140,172120,NN0000014683,石川県野々市市,押野中央公園運動広場,オシノチュウオウコウエンウンドウヒロバ,"","",1106,"","",,"",石川県野々市市押野一丁目339,石川県,野々市市,押野一丁目,339,"",36.543943,136.616975,"","",076-248-1223,"","","","","",5000020172120,野々市市,月火水木金土日,"","",利用時間は日の出から日没まで。12月28日から１月４日利用不可。,ソフトボール、グラウンドゴルフ、ゲートボールなどのレクリエーションに使用できます。,"","","","","","","","","","","","","","","","","",https://www.city.nonoichi.lg.jp/soshiki/38/23169.html,"","",""
141,172120,NN0000017425,石川県野々市市,野々市市スポーツランド（さわやかホール）,ノノイチシスポーツランドサワヤカホール,"","",1199,"","",,"",石川県野々市市中林五丁目1-1,石川県,野々市市,中林五丁目,1-1,"",36.512491,136.606051,"","",076-294-5800,"","","","","",5000020172120,野々市市,月火水木金土日,9:00,21:00,日曜、祝日は9:00から17:00まで。12月28日から１月4日は利用不可。,雨天時にも使用可能な土質の屋内運動場です。ゲートボールやソフトテニスのほか、運動会などにも利用されています。,"","","","","","","","","","",有,"","","","","","","","","",""
142,172120,NN0000017426,石川県野々市市,野々市市スポーツランド（テニスコート）,ノノイチシスポーツランドテニスコート,"","",1116,"","",,"",石川県野々市市中林五丁目1-1,石川県,野々市市,中林五丁目,1-1,"",36.512491,136.606051,"","",076-294-5800,"","","","","",5000020172120,野々市市,月火水木金土日,"",21:00,開始時間は日の出。日曜日・祝日は日の出から日没まで。12月28日から１月４日は利用不可。,砂入り人工芝コート４面のほかに、壁打コート１面があります。また、ナイター設備がありますので夜間の使用も可能となっています。,"","","","","","","","","","",有,"","","","","","","","","",
143,172120,NN0000014699,石川県野々市市,いきがいセンター御経塚,イキガイセンターオキョウヅカ,"","",1499,"","",,"",石川県野々市市御経塚一丁目38,石川県,野々市市,御経塚一丁目,38,"",36.542896,136.59947,"","",076-248-2231,"","","","","",5000020172120,野々市市,,,,,,,,,,,,,,,,,,,,,,,,,,
144,172120,NN0000014700,石川県野々市市,野々市市郷・押野地区地域包括支援センター,ノノイチシゴウ・オシノチクチイキホウカツシエンセンター,"","",1499,"","",,"",石川県野々市市蓮花寺町1番地１　金沢南ケアセンター内,石川県,野々市市,蓮花寺町,1番地１,金沢南ケアセンター内,36.529348,136.592403,"","",076-294-6547,"","","","","",5000020172120,野々市市,,,,,,,,,,,,,,,,,,,,,,,,,,
145,172120,NN0000014701,石川県野々市市,野々市市富奥地区地域包括支援センター,ノノイチシトミオクチクチイキホウカツシエンセンター,"","",1499,"","",,"",石川県野々市市新庄二丁目14番地 グループホームあんのん内,石川県,野々市市,新庄二丁目,14番地,グループホームあんのん内,36.511261,136.612749,"","",076-248-7676,"","","","","",5000020172120,野々市市,,,,,,,,,,,,,,,,,,,,,,,,,,
146,172120,NN0000014702,石川県野々市市,野々市市本町地区地域包括支援センター,ノノイチシホンマチチクチイキホウカツシエンセンター,"","",1499,"","",,"",石川県野々市市菅原町1-13,石川県,野々市市,菅原町,1-13,"",36.529542,136.614715,"","",076-246-8005,"","","","","",5000020172120,野々市市,,,,,,,,,,,,,,,,,,,,,,,,,,
147,172120,NN0000014703,石川県野々市市,老人福祉センター椿荘,ロウジンフクシセンターツバキソウ,"","",1499,"","",,"",石川県野々市市矢作三丁目1-2,石川県,野々市市,矢作三丁目,1-2,"",36.523404,136.611535,"","",076-246-5570,"","","","","",5000020172120,野々市市,,,,,,,,,,,,,,,,,,,,,,,,,,
148,172120,NN0000014704,石川県野々市市,野々市市社会福祉協議会,ノノイチシシャカイフクシキョウギカイ,"","",1499,"","",,"",石川県野々市市本町五丁目18-5,石川県,野々市市,本町五丁目,1805,"",36.527462,136.609268,"","",076-246-0112,"","","","","",6220005001973,社会福祉法人野々市市社会福祉協議会,,,,,,,,,,,,,,,,,,,,,,,,,,
149,172120,NN0000014705,石川県野々市市,地域活動支援センターののいち,チイキカツドウシエンセンターノノイチ,"","",1499,"","",,"",石川県野々市市中林四丁目120,石川県,野々市市,中林四丁目,120,"",36.516013,136.5993,"","",076-248-6565,"","","","","",8220005001971,社会福祉法人金沢市民生協会地域活動支援センターののいち,,,,,,,,,,,,,,,,,,,,,,,,,,
